date,center,resource_code,resource_name,stock_qty,sales_qty,stock_available,pending_FC,stock_expected,stock_processing,stock_readytoship,snap_time,selling_speed,coverage_days
2025-10-30,AMZUS,BA00024,스위밍풀토너[155ml/-],556,9,0,556,3132,6264,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00025,스위밍풀토너패드[220ml|70매/-],744,11,739,5,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00026,스위밍풀앰플[50ml/-],306,1,34,272,0,77,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"4,011",4,4008,3,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00028,퍼플PDRN포어세럼[30ml/-],"1,780",20,1771,9,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,973",2,1969,4,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"7,369",6,7367,2,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"11,245",13,11244,1,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,744",2,1737,7,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,520",3,1518,2,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"5,309",30,5259,50,0,0,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"2,901",0,2025,876,0,98,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"9,462",25,6602,2860,0,104,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00046,히알토인플러딩세럼[30ml/히알토인],"8,936",23,6091,2845,0,106,0,2025-10-29 23:55,,
2025-10-30,AMZUS,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],0,468,0,0,12096,5738,10044,2025-10-29 23:55,,
2025-10-30,AMZUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],"4,092",7,4090,2,0,0,0,2025-10-29 23:55,,
2025-10-30,AcrossBUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"4,861",0,,,,,,,,
2025-10-30,AcrossBUS,BA00022,비타민일루미네이팅세럼[30ml/-],60,0,,,,,,,,
2025-10-30,AcrossBUS,BA00023,스위밍풀토너[300ml/-],"10,179",0,,,,,,,,
2025-10-30,AcrossBUS,BA00025,스위밍풀토너패드[220ml|70매/-],3,0,,,,,,,,
2025-10-30,AcrossBUS,BA00026,스위밍풀앰플[50ml/-],66,0,,,,,,,,
2025-10-30,AcrossBUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"2,784",0,,,,,,,,
2025-10-30,AcrossBUS,BA00028,퍼플PDRN포어세럼[30ml/-],"5,603",0,,,,,,,,
2025-10-30,AcrossBUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,463",0,,,,,,,,
2025-10-30,AcrossBUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"12,271",0,,,,,,,,
2025-10-30,AcrossBUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"6,267",0,,,,,,,,
2025-10-30,AcrossBUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"4,543",0,,,,,,,,
2025-10-30,AcrossBUS,BA10001,(AMZ)토너[300ml/-],24,0,,,,,,,,
2025-10-30,AcrossBUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],6,0,,,,,,,,
2025-10-30,AcrossBUS,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],3,0,,,,,,,,
2025-10-30,AcrossBUS,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,,,
2025-10-30,태광KR,BA00004,클렌저[200ml/-],7,0,,,,,,,,
2025-10-30,태광KR,BA00010,딥크림[70ml/-],2,0,,,,,,,,
2025-10-30,태광KR,BA00012-1,클렌징오일[200ml]_펌프,132,0,,,,,,,,
2025-10-30,태광KR,BA00019,데일리글로우클렌저[210ml/-],"1,230",0,,,,,,,,
2025-10-30,태광KR,BA00021,바쿠치올플럼핑세럼[30ml/-],"279,066",0,,,,,,,,
2025-10-30,태광KR,BA00022,비타민일루미네이팅세럼[30ml/-],"18,368",0,,,,,,,,
2025-10-30,태광KR,BA00023,스위밍풀토너[300ml/-],"121,523",0,,,,,,,,
2025-10-30,태광KR,BA00024,스위밍풀토너[155ml/-],"113,153",0,,,,,,,,
2025-10-30,태광KR,BA00025,스위밍풀토너패드[220ml|70매/-],"46,516",0,,,,,,,,
2025-10-30,태광KR,BA00026,스위밍풀앰플[50ml/-],"20,150",0,,,,,,,,
2025-10-30,태광KR,BA00027,퍼플라이스포어팩클렌저[130g/-],"26,319",0,,,,,,,,
2025-10-30,태광KR,BA00028,퍼플PDRN포어세럼[30ml/-],"68,173",0,,,,,,,,
2025-10-30,태광KR,BA00029,퍼플라이스포어클렌징오일[200ml/-],"28,533",0,,,,,,,,
2025-10-30,태광KR,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"8,998",0,,,,,,,,
2025-10-30,태광KR,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"19,123",0,,,,,,,,
2025-10-30,태광KR,BA00033,스위밍풀토너[샤쉐|2ml/-],"28,621",0,,,,,,,,
2025-10-30,태광KR,BA00033_SET,스위밍풀토너[2ml|100EA|샤쉐/-],59,0,,,,,,,,
2025-10-30,태광KR,BA00034,바쿠치올플럼핑세럼[샤쉐|2ml/-],"28,739",0,,,,,,,,
2025-10-30,태광KR,BA00034_SET,바쿠치올플럼핑세럼[2ml|100EA|샤쉐/-],6,0,,,,,,,,
2025-10-30,태광KR,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"8,796",0,,,,,,,,
2025-10-30,태광KR,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"2,719",0,,,,,,,,
2025-10-30,태광KR,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],319,0,,,,,,,,
2025-10-30,태광KR,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],354,0,,,,,,,,
2025-10-30,태광KR,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"5,863",0,,,,,,,,
2025-10-30,태광KR,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"26,597",0,,,,,,,,
2025-10-30,태광KR,BA00041_SET,비타민일루미네이팅세럼[2ml|100EA|샤쉐/-],35,0,,,,,,,,
2025-10-30,태광KR,BA00042,콜라겐 하이드로겔 마스크[10EA|30g/타이트업],157,0,,,,,,,,
2025-10-30,태광KR,BA00043,콜라겐 하이드로겔 마스크[10EA|30g/글로우업],200,0,,,,,,,,
2025-10-30,태광KR,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"14,946",0,,,,,,,,
2025-10-30,태광KR,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"108,122",0,,,,,,,,
2025-10-30,태광KR,BA00046,히알토인플러딩세럼[30ml/히알토인],"67,095",0,,,,,,,,
2025-10-30,태광KR,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"86,144",0,,,,,,,,
2025-10-30,태광KR,BA00049,(SET)스위밍풀토너스페셜세트[토너|455ml/토너300ml+토너155ml],"2,400",0,,,,,,,,
2025-10-30,태광KR,BA10001,(AMZ)토너[300ml/-],141,0,,,,,,,,
2025-10-30,태광KR,BA10010,(AMZ)딥크림[70ml/-],1,0,,,,,,,,
2025-10-30,태광KR,BA10019,(AMZ)데일리글로우클렌저[210ml/-],29,0,,,,,,,,
2025-10-30,태광KR,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],64,0,,,,,,,,
2025-10-30,태광KR,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,,,
2025-10-31,AMZUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"20,912",309,20390,522,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00022,비타민일루미네이팅세럼[30ml/-],"28,322","2,232",21857,6465,33804,11985,13608,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00023,스위밍풀토너[300ml/-],"15,789",153,9591,6198,0,1132,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00024,스위밍풀토너[155ml/-],979,4,42,937,1890,7074,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00025,스위밍풀토너패드[220ml|70매/-],732,7,730,2,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00026,스위밍풀앰플[50ml/-],306,1,62,244,0,77,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"4,007",1,4005,2,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00028,퍼플PDRN포어세럼[30ml/-],"1,765",22,1756,9,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,971",4,1966,5,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"7,365",11,7360,5,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"11,233",12,11232,1,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,742",0,1736,6,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,518",0,1513,5,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"5,278",27,5228,50,0,0,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"2,901",1,2138,763,0,98,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"9,434",12,7626,1808,0,105,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00046,히알토인플러딩세럼[30ml/히알토인],"8,912",16,6564,2348,0,214,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],926,522,0,926,19440,6710,0,2025-10-30 23:57,,
2025-10-31,AMZUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],"4,085",1,4084,1,0,0,0,2025-10-30 23:57,,
2025-10-31,AcrossBUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"4,859",0,,,,,,,,
2025-10-31,AcrossBUS,BA00022,비타민일루미네이팅세럼[30ml/-],60,0,,,,,,,,
2025-10-31,AcrossBUS,BA00023,스위밍풀토너[300ml/-],"10,179",0,,,,,,,,
2025-10-31,AcrossBUS,BA00025,스위밍풀토너패드[220ml|70매/-],3,0,,,,,,,,
2025-10-31,AcrossBUS,BA00026,스위밍풀앰플[50ml/-],66,0,,,,,,,,
2025-10-31,AcrossBUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"2,784",0,,,,,,,,
2025-10-31,AcrossBUS,BA00028,퍼플PDRN포어세럼[30ml/-],"5,603",0,,,,,,,,
2025-10-31,AcrossBUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,463",0,,,,,,,,
2025-10-31,AcrossBUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"12,271",0,,,,,,,,
2025-10-31,AcrossBUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"6,267",0,,,,,,,,
2025-10-31,AcrossBUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"4,543",0,,,,,,,,
2025-10-31,AcrossBUS,BA10001,(AMZ)토너[300ml/-],24,0,,,,,,,,
2025-10-31,AcrossBUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],6,0,,,,,,,,
2025-10-31,AcrossBUS,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],3,0,,,,,,,,
2025-10-31,AcrossBUS,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,,,
2025-10-31,태광KR,BA00004,클렌저[200ml/-],7,0,,,,,,,,
2025-10-31,태광KR,BA00010,딥크림[70ml/-],2,0,,,,,,,,
2025-10-31,태광KR,BA00012-1,클렌징오일[200ml]_펌프,132,0,,,,,,,,
2025-10-31,태광KR,BA00019,데일리글로우클렌저[210ml/-],"1,230",0,,,,,,,,
2025-10-31,태광KR,BA00021,바쿠치올플럼핑세럼[30ml/-],"278,730",0,,,,,,,,
2025-10-31,태광KR,BA00022,비타민일루미네이팅세럼[30ml/-],"79,512",0,,,,,,,,
2025-10-31,태광KR,BA00023,스위밍풀토너[300ml/-],"121,517",0,,,,,,,,
2025-10-31,태광KR,BA00024,스위밍풀토너[155ml/-],"113,149",0,,,,,,,,
2025-10-31,태광KR,BA00025,스위밍풀토너패드[220ml|70매/-],"46,484",0,,,,,,,,
2025-10-31,태광KR,BA00026,스위밍풀앰플[50ml/-],"20,148",0,,,,,,,,
2025-10-31,태광KR,BA00027,퍼플라이스포어팩클렌저[130g/-],"26,313",0,,,,,,,,
2025-10-31,태광KR,BA00028,퍼플PDRN포어세럼[30ml/-],"68,162",0,,,,,,,,
2025-10-31,태광KR,BA00029,퍼플라이스포어클렌징오일[200ml/-],"28,529",0,,,,,,,,
2025-10-31,태광KR,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"8,956",0,,,,,,,,
2025-10-31,태광KR,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"19,081",0,,,,,,,,
2025-10-31,태광KR,BA00033,스위밍풀토너[샤쉐|2ml/-],"28,615",0,,,,,,,,
2025-10-31,태광KR,BA00033_SET,스위밍풀토너[2ml|100EA|샤쉐/-],54,0,,,,,,,,
2025-10-31,태광KR,BA00034,바쿠치올플럼핑세럼[샤쉐|2ml/-],"28,733",0,,,,,,,,
2025-10-31,태광KR,BA00034_SET,바쿠치올플럼핑세럼[2ml|100EA|샤쉐/-],1,0,,,,,,,,
2025-10-31,태광KR,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"8,792",0,,,,,,,,
2025-10-31,태광KR,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"2,717",0,,,,,,,,
2025-10-31,태광KR,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],319,0,,,,,,,,
2025-10-31,태광KR,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],354,0,,,,,,,,
2025-10-31,태광KR,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"5,800",0,,,,,,,,
2025-10-31,태광KR,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"26,591",0,,,,,,,,
2025-10-31,태광KR,BA00041_SET,비타민일루미네이팅세럼[2ml|100EA|샤쉐/-],30,0,,,,,,,,
2025-10-31,태광KR,BA00042,콜라겐 하이드로겔 마스크[10EA|30g/타이트업],157,0,,,,,,,,
2025-10-31,태광KR,BA00043,콜라겐 하이드로겔 마스크[10EA|30g/글로우업],200,0,,,,,,,,
2025-10-31,태광KR,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"14,945",0,,,,,,,,
2025-10-31,태광KR,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"108,112",0,,,,,,,,
2025-10-31,태광KR,BA00046,히알토인플러딩세럼[30ml/히알토인],"86,309",0,,,,,,,,
2025-10-31,태광KR,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"85,916",0,,,,,,,,
2025-10-31,태광KR,BA00049,(SET)스위밍풀토너스페셜세트[토너|455ml/토너300ml+토너155ml],"2,400",0,,,,,,,,
2025-10-31,태광KR,BA10001,(AMZ)토너[300ml/-],141,0,,,,,,,,
2025-10-31,태광KR,BA10010,(AMZ)딥크림[70ml/-],1,0,,,,,,,,
2025-10-31,태광KR,BA10019,(AMZ)데일리글로우클렌저[210ml/-],29,0,,,,,,,,
2025-10-31,태광KR,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],64,0,,,,,,,,
2025-10-31,태광KR,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,,,
2025-11-01,AMZUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"20,912",288,20390,522,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00022,비타민일루미네이팅세럼[30ml/-],"28,322","2,371",21857,6465,33804,11985,13608,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00023,스위밍풀토너[300ml/-],"15,789",125,9591,6198,0,1132,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00024,스위밍풀토너[155ml/-],979,8,42,937,1890,7074,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00025,스위밍풀토너패드[220ml|70매/-],732,15,730,2,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00026,스위밍풀앰플[50ml/-],306,1,62,244,0,77,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"4,007",3,4005,2,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00028,퍼플PDRN포어세럼[30ml/-],"1,765",27,1756,9,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,971",3,1966,5,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"7,365",12,7360,5,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"11,233",16,11232,1,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,742",0,1736,6,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,518",6,1513,5,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"5,278",21,5228,50,0,0,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"2,901",1,2138,763,0,98,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"9,434",18,7626,1808,0,105,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00046,히알토인플러딩세럼[30ml/히알토인],"8,912",23,6564,2348,0,214,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],926,557,0,926,19440,6710,0,2025-10-30 23:57,,
2025-11-01,AMZUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],"4,085",4,4084,1,0,0,0,2025-10-30 23:57,,
2025-11-01,AcrossBUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"4,856",0,,,,,,,,
2025-11-01,AcrossBUS,BA00022,비타민일루미네이팅세럼[30ml/-],60,0,,,,,,,,
2025-11-01,AcrossBUS,BA00023,스위밍풀토너[300ml/-],"10,177",0,,,,,,,,
2025-11-01,AcrossBUS,BA00025,스위밍풀토너패드[220ml|70매/-],3,0,,,,,,,,
2025-11-01,AcrossBUS,BA00026,스위밍풀앰플[50ml/-],66,0,,,,,,,,
2025-11-01,AcrossBUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"2,783",0,,,,,,,,
2025-11-01,AcrossBUS,BA00028,퍼플PDRN포어세럼[30ml/-],"5,603",0,,,,,,,,
2025-11-01,AcrossBUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,463",0,,,,,,,,
2025-11-01,AcrossBUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"12,271",0,,,,,,,,
2025-11-01,AcrossBUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"6,267",0,,,,,,,,
2025-11-01,AcrossBUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"4,542",0,,,,,,,,
2025-11-01,AcrossBUS,BA10001,(AMZ)토너[300ml/-],24,0,,,,,,,,
2025-11-01,AcrossBUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],6,0,,,,,,,,
2025-11-01,AcrossBUS,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],3,0,,,,,,,,
2025-11-01,AcrossBUS,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,,,
2025-11-01,태광KR,BA00004,클렌저[200ml/-],7,0,,,,,,,,
2025-11-01,태광KR,BA00010,딥크림[70ml/-],2,0,,,,,,,,
2025-11-01,태광KR,BA00012-1,클렌징오일[200ml]_펌프,132,0,,,,,,,,
2025-11-01,태광KR,BA00019,데일리글로우클렌저[210ml/-],"1,230",0,,,,,,,,
2025-11-01,태광KR,BA00021,바쿠치올플럼핑세럼[30ml/-],"272,537",0,,,,,,,,
2025-11-01,태광KR,BA00022,비타민일루미네이팅세럼[30ml/-],"91,494",0,,,,,,,,
2025-11-01,태광KR,BA00023,스위밍풀토너[300ml/-],"120,791",0,,,,,,,,
2025-11-01,태광KR,BA00024,스위밍풀토너[155ml/-],"112,875",0,,,,,,,,
2025-11-01,태광KR,BA00025,스위밍풀토너패드[220ml|70매/-],"46,289",0,,,,,,,,
2025-11-01,태광KR,BA00026,스위밍풀앰플[50ml/-],"20,070",0,,,,,,,,
2025-11-01,태광KR,BA00027,퍼플라이스포어팩클렌저[130g/-],"26,067",0,,,,,,,,
2025-11-01,태광KR,BA00028,퍼플PDRN포어세럼[30ml/-],"68,029",0,,,,,,,,
2025-11-01,태광KR,BA00029,퍼플라이스포어클렌징오일[200ml/-],"28,527",0,,,,,,,,
2025-11-01,태광KR,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"8,835",0,,,,,,,,
2025-11-01,태광KR,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"18,961",0,,,,,,,,
2025-11-01,태광KR,BA00033,스위밍풀토너[샤쉐|2ml/-],"18,611",0,,,,,,,,
2025-11-01,태광KR,BA00033_SET,스위밍풀토너[2ml|100EA|샤쉐/-],54,0,,,,,,,,
2025-11-01,태광KR,BA00034,바쿠치올플럼핑세럼[샤쉐|2ml/-],"18,729",0,,,,,,,,
2025-11-01,태광KR,BA00034_SET,바쿠치올플럼핑세럼[2ml|100EA|샤쉐/-],1,0,,,,,,,,
2025-11-01,태광KR,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"8,740",0,,,,,,,,
2025-11-01,태광KR,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"2,669",0,,,,,,,,
2025-11-01,태광KR,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],318,0,,,,,,,,
2025-11-01,태광KR,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],353,0,,,,,,,,
2025-11-01,태광KR,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"3,996",0,,,,,,,,
2025-11-01,태광KR,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"16,587",0,,,,,,,,
2025-11-01,태광KR,BA00041_SET,비타민일루미네이팅세럼[2ml|100EA|샤쉐/-],30,0,,,,,,,,
2025-11-01,태광KR,BA00042,콜라겐 하이드로겔 마스크[10EA|30g/타이트업],157,0,,,,,,,,
2025-11-01,태광KR,BA00043,콜라겐 하이드로겔 마스크[10EA|30g/글로우업],200,0,,,,,,,,
2025-11-01,태광KR,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"14,942",0,,,,,,,,
2025-11-01,태광KR,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"124,266",0,,,,,,,,
2025-11-01,태광KR,BA00046,히알토인플러딩세럼[30ml/히알토인],"99,799",0,,,,,,,,
2025-11-01,태광KR,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"91,829",0,,,,,,,,
2025-11-01,태광KR,BA00049,(SET)스위밍풀토너스페셜세트[토너|455ml/토너300ml+토너155ml],"2,400",0,,,,,,,,
2025-11-01,태광KR,BA10001,(AMZ)토너[300ml/-],141,0,,,,,,,,
2025-11-01,태광KR,BA10010,(AMZ)딥크림[70ml/-],1,0,,,,,,,,
2025-11-01,태광KR,BA10019,(AMZ)데일리글로우클렌저[210ml/-],29,0,,,,,,,,
2025-11-01,태광KR,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],64,0,,,,,,,,
2025-11-01,태광KR,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,,,
2025-11-02,AMZUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"20,912",458,20390,522,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00022,비타민일루미네이팅세럼[30ml/-],"28,322","2,590",21857,6465,33804,11985,13608,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00023,스위밍풀토너[300ml/-],"15,789",160,9591,6198,0,1132,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00024,스위밍풀토너[155ml/-],979,9,42,937,1890,7074,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00025,스위밍풀토너패드[220ml|70매/-],732,15,730,2,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00026,스위밍풀앰플[50ml/-],306,0,62,244,0,77,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"4,007",2,4005,2,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00028,퍼플PDRN포어세럼[30ml/-],"1,765",39,1756,9,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,971",5,1966,5,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"7,365",7,7360,5,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"11,233",11,11232,1,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,742",1,1736,6,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,518",6,1513,5,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"5,278",30,5228,50,0,0,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"2,901",1,2138,763,0,98,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"9,434",21,7626,1808,0,105,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00046,히알토인플러딩세럼[30ml/히알토인],"8,912",27,6564,2348,0,214,0,2025-10-30 23:57,,
2025-11-02,AMZUS,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],926,688,0,926,19440,6710,0,2025-10-30 23:57,,
